    Time, Position (x), Position (y), Position(z), Orientation (x), Orientation (y), Orientation (z)
 [seconds], [m], [m], [m], [rad], [rad], [rad]
26.15,6381311.858,-48.834,5759.2236,-0.0132,-0.1379,-0.0377
26.16,6381311.6,-48.8778,5761.0354,-0.0132,-0.1384,-0.0377
26.17,6381311.342,-48.9217,5762.8471,-0.0132,-0.139,-0.0377
26.18,6381311.083,-48.9656,5764.6586,-0.0132,-0.1395,-0.0377
26.19,6381310.822,-49.0096,5766.4699,-0.0132,-0.14,-0.0377
26.2,6381310.561,-49.0535,5768.2811,-0.0132,-0.1406,-0.0377
26.21,6381310.299,-49.0975,5770.0921,-0.0132,-0.1411,-0.0378
26.22,6381310.036,-49.1415,5771.9029,-0.0132,-0.1416,-0.0378
26.23,6381309.772,-49.1855,5773.7135,-0.0132,-0.1422,-0.0378
26.24,6381309.507,-49.2296,5775.524,-0.0132,-0.1427,-0.0378
26.25,6381309.241,-49.2736,5777.3342,-0.0132,-0.1432,-0.0378
26.26,6381308.974,-49.3177,5779.1444,-0.0132,-0.1437,-0.0378
26.27,6381308.706,-49.3618,5780.9543,-0.0132,-0.1443,-0.0378
26.28,6381308.437,-49.4059,5782.764,-0.0132,-0.1448,-0.0379
26.29,6381308.167,-49.4501,5784.5736,-0.0132,-0.1453,-0.0379
26.3,6381307.897,-49.4943,5786.383,-0.0132,-0.1459,-0.0379
26.31,6381307.625,-49.5385,5788.1922,-0.0132,-0.1464,-0.0379
26.32,6381307.352,-49.5827,5790.0013,-0.0132,-0.1469,-0.0379
26.33,6381307.079,-49.6269,5791.8102,-0.0132,-0.1475,-0.0379
26.34,6381306.804,-49.6712,5793.6189,-0.0132,-0.148,-0.0379
26.35,6381306.529,-49.7154,5795.4274,-0.0132,-0.1485,-0.038
26.36,6381306.252,-49.7597,5797.2358,-0.0132,-0.149,-0.038
26.37,6381305.975,-49.8041,5799.0439,-0.0132,-0.1496,-0.038
26.38,6381305.696,-49.8484,5800.8519,-0.0132,-0.1501,-0.038
26.39,6381305.417,-49.8928,5802.6598,-0.0132,-0.1506,-0.038
26.4,6381305.137,-49.9371,5804.4674,-0.0132,-0.1512,-0.038
26.41,6381304.856,-49.9816,5806.2749,-0.0132,-0.1517,-0.038
26.42,6381304.573,-50.026,5808.0822,-0.0132,-0.1522,-0.038
26.43,6381304.29,-50.0704,5809.8894,-0.0132,-0.1527,-0.0381
26.44,6381304.006,-50.1149,5811.6963,-0.0132,-0.1533,-0.0381
26.45,6381303.721,-50.1594,5813.5031,-0.0132,-0.1538,-0.0381
26.46,6381303.435,-50.2039,5815.3097,-0.0132,-0.1543,-0.0381
26.47,6381303.148,-50.2484,5817.1161,-0.0132,-0.1549,-0.0381
26.48,6381302.86,-50.293,5818.9224,-0.0132,-0.1554,-0.0381
26.49,6381302.572,-50.3376,5820.7285,-0.0132,-0.1559,-0.0381
26.5,6381302.282,-50.3822,5822.5344,-0.0132,-0.1564,-0.0382
26.51,6381301.991,-50.4268,5824.3401,-0.0132,-0.157,-0.0382
26.52,6381301.699,-50.4714,5826.1457,-0.0132,-0.1575,-0.0382
26.53,6381301.407,-50.5161,5827.951,-0.0132,-0.158,-0.0382
26.54,6381301.113,-50.5608,5829.7563,-0.0132,-0.1586,-0.0382
26.55,6381300.819,-50.6055,5831.5613,-0.0132,-0.1591,-0.0382
26.56,6381300.523,-50.6502,5833.3661,-0.0132,-0.1596,-0.0382
26.57,6381300.227,-50.695,5835.1708,-0.0132,-0.1602,-0.0383
26.58,6381299.929,-50.7397,5836.9753,-0.0132,-0.1607,-0.0383
26.59,6381299.631,-50.7845,5838.7797,-0.0132,-0.1612,-0.0383
26.6,6381299.332,-50.8293,5840.5838,-0.0132,-0.1617,-0.0383
26.61,6381299.031,-50.8742,5842.3878,-0.0131,-0.1623,-0.0383
26.62,6381298.73,-50.919,5844.1916,-0.0131,-0.1628,-0.0383
26.63,6381298.428,-50.9639,5845.9953,-0.0131,-0.1633,-0.0383
26.64,6381298.125,-51.0088,5847.7987,-0.0131,-0.1639,-0.0383
26.65,6381297.821,-51.0537,5849.602,-0.0131,-0.1644,-0.0384
26.66,6381297.516,-51.0987,5851.4051,-0.0131,-0.1649,-0.0384
26.67,6381297.21,-51.1436,5853.2081,-0.0131,-0.1654,-0.0384
26.68,6381296.903,-51.1886,5855.0109,-0.0131,-0.166,-0.0384
26.69,6381296.595,-51.2336,5856.8134,-0.0131,-0.1665,-0.0384
26.7,6381296.286,-51.2787,5858.6159,-0.0131,-0.167,-0.0384
26.71,6381295.977,-51.3237,5860.4181,-0.0131,-0.1675,-0.0384
26.72,6381295.666,-51.3688,5862.2202,-0.0131,-0.1681,-0.0385
26.73,6381295.354,-51.4139,5864.0221,-0.0131,-0.1686,-0.0385
26.74,6381295.042,-51.459,5865.8238,-0.0131,-0.1691,-0.0385
26.75,6381294.728,-51.5041,5867.6253,-0.0131,-0.1697,-0.0385
26.76,6381294.414,-51.5493,5869.4267,-0.0131,-0.1702,-0.0385
26.77,6381294.098,-51.5944,5871.2279,-0.0131,-0.1707,-0.0385
26.78,6381293.782,-51.6396,5873.0289,-0.0131,-0.1712,-0.0385
26.79,6381293.464,-51.6848,5874.8298,-0.0131,-0.1718,-0.0385
26.8,6381293.146,-51.7301,5876.6304,-0.0131,-0.1723,-0.0386
26.81,6381292.827,-51.7753,5878.4309,-0.0131,-0.1728,-0.0386
26.82,6381292.507,-51.8206,5880.2313,-0.0131,-0.1734,-0.0386
26.83,6381292.185,-51.8659,5882.0314,-0.0131,-0.1739,-0.0386
26.84,6381291.863,-51.9113,5883.8314,-0.0131,-0.1744,-0.0386
26.85,6381291.54,-51.9566,5885.6312,-0.0131,-0.1749,-0.0386
26.86,6381291.216,-52.002,5887.4308,-0.0131,-0.1755,-0.0386
26.87,6381290.891,-52.0474,5889.2303,-0.0131,-0.176,-0.0387
26.88,6381290.566,-52.0928,5891.0296,-0.0131,-0.1765,-0.0387
26.89,6381290.239,-52.1382,5892.8287,-0.0131,-0.177,-0.0387
26.9,6381289.911,-52.1836,5894.6276,-0.0131,-0.1776,-0.0387
26.91,6381289.582,-52.2291,5896.4263,-0.0131,-0.1781,-0.0387
26.92,6381289.253,-52.2746,5898.2249,-0.0131,-0.1786,-0.0387
26.93,6381288.922,-52.3201,5900.0233,-0.0131,-0.1792,-0.0387
26.94,6381288.59,-52.3657,5901.8216,-0.0131,-0.1797,-0.0387
26.95,6381288.258,-52.4112,5903.6196,-0.0131,-0.1802,-0.0388
26.96,6381287.924,-52.4568,5905.4175,-0.0131,-0.1807,-0.0388
26.97,6381287.59,-52.5024,5907.2152,-0.0131,-0.1813,-0.0388
26.98,6381287.255,-52.548,5909.0128,-0.0131,-0.1818,-0.0388
26.99,6381286.918,-52.5937,5910.8101,-0.0131,-0.1823,-0.0388
27,6381286.581,-52.6393,5912.6073,-0.0131,-0.1828,-0.0388
27.01,6381286.243,-52.685,5914.4043,-0.0131,-0.1834,-0.0388
27.02,6381285.904,-52.7307,5916.2012,-0.0131,-0.1839,-0.0388
27.03,6381285.564,-52.7764,5917.9978,-0.0131,-0.1844,-0.0389
27.04,6381285.223,-52.8222,5919.7943,-0.0131,-0.185,-0.0389
27.05,6381284.881,-52.8679,5921.5907,-0.013,-0.1855,-0.0389
27.06,6381284.538,-52.9137,5923.3868,-0.013,-0.186,-0.0389
27.07,6381284.194,-52.9595,5925.1828,-0.013,-0.1865,-0.0389
27.08,6381283.849,-53.0054,5926.9786,-0.013,-0.1871,-0.0389
27.09,6381283.503,-53.0512,5928.7742,-0.013,-0.1876,-0.0389
27.1,6381283.157,-53.0971,5930.5696,-0.013,-0.1881,-0.039
27.11,6381282.809,-53.143,5932.3649,-0.013,-0.1886,-0.039
27.12,6381282.46,-53.1889,5934.16,-0.013,-0.1892,-0.039
27.13,6381282.111,-53.2349,5935.9549,-0.013,-0.1897,-0.039
27.14,6381281.76,-53.2808,5937.7497,-0.013,-0.1902,-0.039
27.15,6381281.409,-53.3268,5939.5443,-0.013,-0.1907,-0.039
27.16,6381281.056,-53.3728,5941.3387,-0.013,-0.1913,-0.039
27.17,6381280.703,-53.4188,5943.1329,-0.013,-0.1918,-0.039
27.18,6381280.349,-53.4649,5944.927,-0.013,-0.1923,-0.0391
27.19,6381279.994,-53.5109,5946.7209,-0.013,-0.1928,-0.0391
27.2,6381279.637,-53.557,5948.5146,-0.013,-0.1934,-0.0391
